,product_name,product_link,ingredient_name
77,ASDA Honey Roast Dry Cured Ham,https://groceries.asda.com/product/ham-pork-slices/asda-honey-roast-dry-cured-ham/1000246055168,ham
78,ASDA Finely Sliced Oven Baked Dry Cured Ham,https://groceries.asda.com/product/ham-pork-slices/asda-finely-sliced-oven-baked-dry-cured-ham/1000246055147,ham
79,ASDA 5 Slices Breaded Dry Cured Ham,https://groceries.asda.com/product/ham-pork-slices/asda-5-slices-breaded-dry-cured-ham/1000246055152,ham
80,ASDA Finely Sliced Bavarian Style Ham,https://groceries.asda.com/product/ham-pork-slices/asda-finely-sliced-bavarian-style-ham/1000246054955,ham
81,ASDA Oak Smoked Dry Cured Ham,https://groceries.asda.com/product/ham-pork-slices/asda-oak-smoked-dry-cured-ham/1000246055132,ham
82,ASDA 5 Slices Oven Baked Dry Cured Ham,https://groceries.asda.com/product/ham-pork-slices/asda-5-slices-oven-baked-dry-cured-ham/1000246055079,ham
83,ASDA Extra Special Slow Cured Wiltshire Ham,https://groceries.asda.com/product/extra-special-cooked-meat/asda-extra-special-slow-cured-wiltshire-ham/1000200155837,ham
84,ASDA Extra Special Hand Breaded Wiltshire Ham,https://groceries.asda.com/product/extra-special-cooked-meat/asda-extra-special-hand-breaded-wiltshire-ham/1000200155932,ham
85,ASDA Wafer Thin Cooked Ham Approx 40 Slices,https://groceries.asda.com/product/ham-pork-slices/asda-wafer-thin-cooked-ham-approx-40-slices/1000129611161,ham
86,ASDA Wafer Thin Honey Roast Ham Approx 40 Slices,https://groceries.asda.com/product/ham-pork-slices/asda-wafer-thin-honey-roast-ham-approx-40-slices/1000129611303,ham
87,ASDA Extra Special Thickly Carved Roast Ham,https://groceries.asda.com/product/extra-special-cooked-meat/asda-extra-special-thickly-carved-roast-ham/1000200155818,ham
88,ASDA Slow Cooked Gammon,https://groceries.asda.com/product/ham-pork-slices/asda-slow-cooked-gammon/1000246055028,ham
89,ASDA Wafer Thin Cooked Ham,https://groceries.asda.com/product/ham-pork-slices/asda-wafer-thin-cooked-ham/910002171007,ham
90,ASDA Extra Special Honey Roast Finely Sliced Ham,https://groceries.asda.com/product/ham-pork-slices/asda-extra-special-honey-roast-finely-sliced-ham/1000312272605,ham
91,ASDA Dry Cured Ham Slices,https://groceries.asda.com/product/ham-pork-slices/asda-dry-cured-ham-slices/910000414800,ham
92,Deli Cuisine Ham Trim,https://groceries.asda.com/product/ham-pork-slices/deli-cuisine-ham-trim/910003064133,ham
93,ASDA Cooked Ham,https://groceries.asda.com/product/ham-pork-slices/asda-cooked-ham/1000383160129,ham
94,ASDA Honey Roast Ham,https://groceries.asda.com/product/ham-pork-slices/asda-honey-roast-ham/1000383160063,ham
95,ASDA Extra Special Finely Sliced Ham,https://groceries.asda.com/product/extra-special-cooked-meat/asda-extra-special-finely-sliced-ham/1000200155843,ham
96,ASDA 10 Slices Honey Roast Ham,https://groceries.asda.com/product/ham-pork-slices/asda-10-slices-honey-roast-ham/910003011074,ham
97,ASDA Wafer Thin Smoked Ham,https://groceries.asda.com/product/ham-pork-slices/asda-wafer-thin-smoked-ham/910002154747,ham
98,ASDA Wafer Thin Smoked Ham Approx 40 Slices,https://groceries.asda.com/product/ham-pork-slices/asda-wafer-thin-smoked-ham-approx-40-slices/1000129611176,ham
99,ASDA 10 Slices Breaded Ham,https://groceries.asda.com/product/ham-pork-slices/asda-10-slices-breaded-ham/910003011020,ham
100,ASDA 10 Slices Cooked Ham,https://groceries.asda.com/product/ham-pork-slices/asda-10-slices-cooked-ham/910001391958,ham
101,ASDA 10 Slices Oven Baked Dry Cured Ham,https://groceries.asda.com/product/ham-pork-slices/asda-10-slices-oven-baked-dry-cured-ham/1000383183487,ham
102,Bernard Matthews Turkey Ham Wafer Thin,https://groceries.asda.com/product/ham-pork-slices/bernard-matthews-turkey-ham-wafer-thin/1000091719082,ham
103,ASDA Finely Sliced Oak Smoked Dry Cured Ham,https://groceries.asda.com/product/ham-pork-slices/asda-finely-sliced-oak-smoked-dry-cured-ham/1000246055089,ham
104,Dairylea Lunchers Ham 'N' Cheese,https://groceries.asda.com/product/cheese-snacking/dairylea-lunchers-ham-n-cheese/1000383187871,ham
105,ASDA Finely Sliced Honey Roast Dry Cured Ham,https://groceries.asda.com/product/ham-pork-slices/asda-finely-sliced-honey-roast-dry-cured-ham/1000383159990,ham
106,ASDA Extra Special Hand Breaded Wiltshire Ham,https://groceries.asda.com/product/ham-pork-slices/asda-extra-special-hand-breaded-wiltshire-ham/1000315425043,ham
107,ASDA Extra Special Finely Sliced Hickory Smoked Ham,https://groceries.asda.com/product/extra-special-cooked-meat/asda-extra-special-finely-sliced-hickory-smoked-ham/1000198047459,ham
108,ASDA Extra Special Finely Sliced Ham,https://groceries.asda.com/product/ham-pork-slices/asda-extra-special-finely-sliced-ham/1000315425126,ham
109,Attack A Snak Ham 'n Cheese Wrap Kit with Tomato Ketchup,https://groceries.asda.com/product/cheese-snacking/attack-a-snak-ham-n-cheese-wrap-kit-with-tomato-ketchup/1000383166852,ham
110,ASDA Extra Special Serrano Ham,https://groceries.asda.com/product/chorizo-salami-hams/asda-extra-special-serrano-ham/910001069642,ham
111,ASDA 10 Slices Breaded Dry Cured Ham,https://groceries.asda.com/product/ham-pork-slices/asda-10-slices-breaded-dry-cured-ham/1000383183336,ham
112,ASDA Chicken & Ham Paste,https://groceries.asda.com/product/sandwich-fillers-pastes-spreads/asda-chicken-ham-paste/389987,ham
113,ASDA Extra Special Parma Ham 80g,https://groceries.asda.com/product/chorizo-salami-hams/asda-extra-special-parma-ham-80-g/1000026703113,ham
114,ASDA Oven Baked Dry Cured Ham 16 Slices,https://groceries.asda.com/product/ham-pork-slices/asda-oven-baked-dry-cured-ham-16-slices/1000383160018,ham
115,ASDA 4 Slices Herby Pork & Stuffing,https://groceries.asda.com/product/ham-pork-slices/asda-4-slices-herby-pork-stuffing/1000246055015,ham
116,Princes Ham,https://groceries.asda.com/product/cold-meats-corned-beef/princes-ham/910000868473,ham
117,ASDA Chopped Pork & Ham,https://groceries.asda.com/product/cold-meats-corned-beef/asda-chopped-pork-ham/1000001204966,ham
118,ASDA Premium Lean Ham,https://groceries.asda.com/product/cold-meats-corned-beef/asda-premium-lean-ham/1000001204132,ham
119,ASDA Finely Sliced Oven Baked Dry Cured Ham,https://groceries.asda.com/product/ham-pork-slices/asda-finely-sliced-oven-baked-dry-cured-ham/1000383160067,ham
120,Character Kids Billy Bear Meat Slices,https://groceries.asda.com/product/ham-pork-slices/character-kids-billy-bear-meat-slices/2757668,ham
121,ASDA Finely Sliced Oak Smoked Dry Cured Ham,https://groceries.asda.com/product/ham-pork-slices/asda-finely-sliced-oak-smoked-dry-cured-ham/1000383160132,ham
122,ASDA Cheese & Ham Pasta & Sauce,https://groceries.asda.com/product/pasta-sauce/asda-cheese-ham-pasta-sauce/1000119739328,ham
123,ASDA Finely Sliced Breaded Dry Cured Ham,https://groceries.asda.com/product/ham-pork-slices/asda-finely-sliced-breaded-dry-cured-ham/1000246055006,ham
124,ASDA Premium Lean Ham,https://groceries.asda.com/product/cold-meats-corned-beef/asda-premium-lean-ham/1000001203555,ham
125,Princes Chicken & Ham Paste,https://groceries.asda.com/product/sandwich-fillers-pastes-spreads/princes-chicken-ham-paste/68303798,ham
126,ASDA 10 Slices Honey Roast Dry Cured Ham,https://groceries.asda.com/product/ham-pork-slices/asda-10-slices-honey-roast-dry-cured-ham/1000383183424,ham
127,Birds Eye 2 Cheese & Ham Chicken Kievs,https://groceries.asda.com/product/breaded-fillets-grills/birds-eye-2-cheese-ham-chicken-kievs/1000026958472,ham
128,ASDA Pizza Pepperoni,https://groceries.asda.com/product/chorizo-salami-hams/asda-pizza-pepperoni/1000129611277,ham
129,ASDA Ham & Beef Paste,https://groceries.asda.com/product/sandwich-fillers-pastes-spreads/asda-ham-beef-paste/404461,ham
130,ASDA Classic Pea & Ham Soup,https://groceries.asda.com/product/tinned-soup/asda-classic-pea-ham-soup/910001790925,ham
131,ASDA Delicate Prosciutto Cotto Herb Ham,https://groceries.asda.com/product/ham-pork-slices/asda-delicate-prosciutto-cotto-herb-ham/1000383159944,ham
132,"Batchelors Pasta 'n' Sauce Cheese, Leek & Ham Flavour Pasta Sachet",https://groceries.asda.com/product/pasta-sauce/batchelors-pasta-n-sauce-cheese-leek-ham-flavour-pasta-sachet/1000138208827,ham
133,Lurpak Slightly Salted Spreadable Blend of Butter and Rapeseed Oil,https://groceries.asda.com/product/spreadable-butter/lurpak-slightly-salted-spreadable-blend-of-butter-and-rapeseed-oil/910003245128,ham
134,ASDA British Salted Butter 250g,https://groceries.asda.com/product/block-butter/asda-british-salted-butter-250-g/910000418944,ham
135,ASDA British Unsalted Butter 250g,https://groceries.asda.com/product/block-butter/asda-british-unsalted-butter-250-g/910000419159,ham
136,Clover Spread,https://groceries.asda.com/product/spreads/clover-spread/20534,ham
137,George Home Bamboo Chopping Board,https://groceries.asda.com/product/chopping-boards/george-home-bamboo-chopping-board/1000056517155,ham
138,Sistema Cutlery To Go Set,https://groceries.asda.com/product/kids-lunchbags-bottles/sistema-cutlery-to-go-set/1000191362462,ham
139,Contigo Byron 2.0 Juniper SNAPSEAL™ Travel Mug,https://groceries.asda.com/product/bottles-flasks-travel-mugs/contigo-byron-2-0-juniper-snapseal%E2%84%A2-travel-mug/1000324275701,ham
140,George Home Lunch Bag Storage Set,https://groceries.asda.com/product/storage-containers/george-home-lunch-bag-storage-set/1000316326435,ham
141,George Home Double Wall Slim Travel Tumbler Black 400ml,https://groceries.asda.com/product/bottles-flasks-travel-mugs/george-home-double-wall-slim-travel-tumbler-black-400-ml/1000305358551,ham
142,George Home Marble-effect Side Plate,https://groceries.asda.com/product/plates-bowls/george-home-marble-effect-side-plate/1000228556059,ham
143,Cravendale Filtered Fresh Semi Skimmed Milk Fresher for Longer,https://groceries.asda.com/product/semi-skimmed-milk/cravendale-filtered-fresh-semi-skimmed-milk-fresher-for-longer/32088739,milk
144,Cravendale Filtered Fresh Whole Milk Fresher for Longer,https://groceries.asda.com/product/whole-milk/cravendale-filtered-fresh-whole-milk-fresher-for-longer/32088740,milk
145,ASDA British Milk Filtered Whole 2 Litres,https://groceries.asda.com/product/filtered-milk/asda-british-milk-filtered-whole-2-litres/1000383143730,milk
146,ASDA British Milk Semi Skimmed 6 Pints,https://groceries.asda.com/product/semi-skimmed-milk/asda-british-milk-semi-skimmed-6-pints/20506,milk
147,Alpro Oat Long Life Drink,https://groceries.asda.com/product/oat-nut-drinks/alpro-oat-long-life-drink/910001362507,milk
148,ASDA Long Life Skimmed Milk,https://groceries.asda.com/product/long-life-milk/asda-long-life-skimmed-milk/20524,milk
149,Aptamil 2 Follow On Baby Milk Formula Powder 6-12 Months,https://groceries.asda.com/product/aptamil-follow-on-milk/aptamil-2-follow-on-baby-milk-formula-powder-6-12-months/1000053215746,milk
150,ASDA British Milk Semi Skimmed 4 Pints,https://groceries.asda.com/product/semi-skimmed-milk/asda-british-milk-semi-skimmed-4-pints/20504,milk
151,Aptamil 2 Follow On Formula Baby Milk Liquid 6-12 Months Multipack 6x,https://groceries.asda.com/product/aptamil-follow-on-milk/aptamil-2-follow-on-formula-baby-milk-liquid-6-12-months-multipack-6-x/1000362180241,milk
152,ASDA Long Life Skimmed Milk X6,https://groceries.asda.com/product/long-life-milk/asda-long-life-skimmed-milk-x-6/910000392586,milk
153,Yeo Valley Organic Fresh Semi Skimmed Milk,https://groceries.asda.com/product/semi-skimmed-milk/yeo-valley-organic-fresh-semi-skimmed-milk/1000204779000,milk
154,Yeo Valley Organic Free Range Fresh Whole Milk,https://groceries.asda.com/product/whole-milk/yeo-valley-organic-free-range-fresh-whole-milk/1000204779175,milk
155,Arla Big Milk Fresh Whole Milk Vitamin Enriched for Kids 1+,https://groceries.asda.com/product/whole-milk/arla-big-milk-fresh-whole-milk-vitamin-enriched-for-kids-1/910001932623,milk
156,ASDA Organic Semi Skimmed Milk,https://groceries.asda.com/product/semi-skimmed-milk/asda-organic-semi-skimmed-milk/14319672,milk
157,ASDA Organic Whole Milk,https://groceries.asda.com/product/whole-milk/asda-organic-whole-milk/14319673,milk
158,ASDA British Milk Semi Skimmed 1 Pint,https://groceries.asda.com/product/semi-skimmed-milk/asda-british-milk-semi-skimmed-1-pint/37518,milk
159,ASDA Organic Whole Milk,https://groceries.asda.com/product/whole-milk/asda-organic-whole-milk/14319676,milk
160,ASDA Organic Semi Skimmed Milk,https://groceries.asda.com/product/semi-skimmed-milk/asda-organic-semi-skimmed-milk/14319675,milk
161,Cravendale Filtered Fresh Semi Skimmed Milk Fresher for Longer,https://groceries.asda.com/product/semi-skimmed-milk/cravendale-filtered-fresh-semi-skimmed-milk-fresher-for-longer/36888,milk
162,Cravendale Filtered Fresh Whole Milk Fresher for Longer,https://groceries.asda.com/product/whole-milk/cravendale-filtered-fresh-whole-milk-fresher-for-longer/36887,milk
163,ASDA British Milk Whole 4 Pints,https://groceries.asda.com/product/whole-milk/asda-british-milk-whole-4-pints/20502,milk
164,ASDA Long Life Semi Skimmed Milk X6,https://groceries.asda.com/product/long-life-milk/asda-long-life-semi-skimmed-milk-x-6/910000392661,milk
165,ASDA British Milk Semi Skimmed 2 Pints,https://groceries.asda.com/product/semi-skimmed-milk/asda-british-milk-semi-skimmed-2-pints/23423,milk
166,ASDA British Milk Whole 6 Pints,https://groceries.asda.com/product/whole-milk/asda-british-milk-whole-6-pints/27657,milk
167,ASDA British Milk Whole 2 Pints,https://groceries.asda.com/product/whole-milk/asda-british-milk-whole-2-pints/23421,milk
168,Arla Bob Skimmed Milk That Tastes like Semi Skimmed,https://groceries.asda.com/product/skimmed-1-fat-milk/arla-bob-skimmed-milk-that-tastes-like-semi-skimmed/910002350744,milk
169,ASDA Long Life Semi Skimmed Milk,https://groceries.asda.com/product/long-life-milk/asda-long-life-semi-skimmed-milk/20525,milk
170,ASDA British Milk Skimmed 2 Pints,https://groceries.asda.com/product/skimmed-1-fat-milk/asda-british-milk-skimmed-2-pints/23422,milk
171,ASDA British Milk Skimmed 4 Pints,https://groceries.asda.com/product/skimmed-1-fat-milk/asda-british-milk-skimmed-4-pints/20505,milk
172,Arla LactoFREE Fresh Semi Skimmed Milk,https://groceries.asda.com/product/lactose-free-milk/arla-lacto-free-fresh-semi-skimmed-milk/1000319946789,milk
173,Arla LactoFREE Fresh Semi Skimmed Milk,https://groceries.asda.com/product/lactose-free-milk/arla-lacto-free-fresh-semi-skimmed-milk/17505545,milk
174,Graham's Gold Jersey Milk,https://groceries.asda.com/product/whole-milk/grahams-gold-jersey-milk/910000326569,milk
175,ASDA Long Life Whole Milk,https://groceries.asda.com/product/long-life-milk/asda-long-life-whole-milk/393675,milk
176,Cravendale Filtered Fresh Skimmed Milk Fresher for Longer,https://groceries.asda.com/product/skimmed-1-fat-milk/cravendale-filtered-fresh-skimmed-milk-fresher-for-longer/484291,milk
177,Asda Arla Farmers Milk Semi Skimmed 4 Pints,https://groceries.asda.com/product/semi-skimmed-milk/asda-arla-farmers-milk-semi-skimmed-4-pints/910002516119,milk
178,ASDA British Milk Whole 1 Pint,https://groceries.asda.com/product/whole-milk/asda-british-milk-whole-1-pint/37517,milk
179,ASDA British Milk Filtered Semi Skimmed 2 Litres,https://groceries.asda.com/product/filtered-milk/asda-british-milk-filtered-semi-skimmed-2-litres/1000383143691,milk
180,Arla LactoFREE Fresh Whole Milk,https://groceries.asda.com/product/lactose-free-milk/arla-lacto-free-fresh-whole-milk/80879810,milk
181,Delamere Whole Milk,https://groceries.asda.com/product/long-life-milk/delamere-whole-milk/1000119739216,milk
182,Asda Arla Farmers Milk Whole 4 Pints,https://groceries.asda.com/product/whole-milk/asda-arla-farmers-milk-whole-4-pints/910002516013,milk
183,ASDA British Milk Skimmed 1 Pint,https://groceries.asda.com/product/skimmed-1-fat-milk/asda-british-milk-skimmed-1-pint/30255,milk
184,Arla LactoFREE Fresh Skimmed Milk Drink,https://groceries.asda.com/product/lactose-free-milk/arla-lacto-free-fresh-skimmed-milk-drink/910001049835,milk
185,ASDA Lactose Free Semi Skimmed Milk,https://groceries.asda.com/product/lactose-free-milk/asda-lactose-free-semi-skimmed-milk/1000340511270,milk
186,JUST ESSENTIALS by ASDA Semi Skimmed Long Life Milk,https://groceries.asda.com/product/long-life-milk/just-essentials-by-asda-semi-skimmed-long-life-milk/1000383159051,milk
187,Arla LactoFREE Long Life Whole Milk Drink,https://groceries.asda.com/product/lactose-free-milk/arla-lacto-free-long-life-whole-milk-drink/910000559264,milk
188,Arla LactoFREE Long Life Semi Skimmed Milk Drink,https://groceries.asda.com/product/lactose-free-milk/arla-lacto-free-long-life-semi-skimmed-milk-drink/44054,milk
